Time,YawBrTAxp,YawBrTAyp,PtfmTDxi,PtfmTDyi,PtfmTDzi,PtfmRDxi,PtfmRDyi,PtfmRDzi
6.0,-0.023341914938529953,-0.00043163880127502954,-0.009704544867446194,2.7264278699631656e-05,-0.8055657667457325,-7.43252307015485e-05,-0.057457804747735805,3.407585755564354e-05
6.2,-0.02295788029750249,-0.0015105247023405612,-0.010324483708578022,7.838442713741387e-05,-0.8993053417967622,-0.0002040130975409264,-0.0607794479452646,-2.6130625685173298e-05
6.4,-0.020239115083980685,-0.0018184863888680532,-0.011037791386890018,8.602307830615767e-05,-0.9873935333132224,-0.00021846424584139355,-0.06438201330418648,-0.00010952662225030821
6.6,-0.013864282981558129,-0.0010141265683270187,-0.01185409150956365,4.113839723848576e-05,-1.0693892397900517,-9.50593378022836e-05,-0.06826008993313906,-0.00013179201003797456
6.8,-0.006653629057765018,0.0006540559339040521,-0.012647783570288165,-3.441955718258102e-05,-1.1450032645527937,0.00010734873435325441,-0.07206406399914314,-8.554642752678731e-05
7.0,-0.0037371895946292917,0.0021826101838719023,-0.0132425663662499,-9.651767356400387e-05,-1.214066860373554,0.00027163644640229524,-0.07532181842246036,-2.791100328252774e-05
7.2,-0.007398525780519497,0.0024684889542783248,-0.013575974596433218,-0.00010478300542144818,-1.2763561468310134,0.0002914276577385136,-0.07786393383580924,-5.37786920433475e-06
7.4,-0.013942913927343505,0.0012004497196339363,-0.013776199729256668,-4.9337046080858414e-05,-1.3315511025389328,0.0001420998158665261,-0.0800161360497961,-4.587139535056019e-06
7.6,-0.019331130873230837,-0.0007595525752801596,-0.014001122214452063,3.795402727081342e-05,-1.3793904031712718,-9.099679300732046e-05,-0.08219531414910129,-6.902037682151662e-06
7.8,-0.02274162382739646,-0.002106495272007344,-0.014289491058779052,0.00010406441589278389,-1.4197806549253107,-0.00026788912634032584,-0.08453190433673935,-2.9878907345291506e-05
8.0,-0.025054973948219254,-0.002203607501264825,-0.014628343845794502,0.00011276950325109874,-1.4526861929413664,-0.00029301963846434486,-0.08702053577910465,-7.911688742381972e-05
8.2,-0.02595001650958437,-0.0012586314398018701,-0.015045218842010023,6.518653343011598e-05,-1.4779740901872924,-0.00016836638220311695,-0.08974227183659128,-0.00011441750820029536
8.4,-0.02363514769317136,0.00011600960250671868,-0.015595701631180268,-6.194057164289269e-06,-1.4954570267790077,2.2248530158891086e-05,-0.09283130600535097,-8.283281626921506e-05
8.6,-0.01905828662363265,0.00130400817528721,-0.016253972218945336,-6.203501428024785e-05,-1.5050609495578504,0.00017547662966918128,-0.09620734524028476,-9.04590909365691e-07
8.8,-0.015456218101753074,0.0017922891221642007,-0.01689343408710498,-7.717633710057142e-05,-1.5068545740421406,0.00022280391519771225,-0.09953849600524682,4.931530165709684e-05
9.0,-0.014309726989701062,0.0012664284905930761,-0.017437444853663848,-4.903101233935713e-05,-1.5009001382749951,0.00015450080103811712,-0.10261441243639992,2.334241592045236e-05
9.2,-0.013716155415023096,3.7798415218698406e-05,-0.01792143160539947,1.4694979255344338e-06,-1.487174670975214,2.4009884148357836e-05,-0.1055010618382568,-4.2078108665841454e-05
9.4,-0.011506506861989453,-0.0009776708688809474,-0.018384442576656237,4.184613095113465e-05,-1.4656926859229462,-8.280043240007283e-05,-0.10827493012415944,-7.91515174035597e-05
9.6,-0.009644317279895925,-0.001046089675371417,-0.018767116062559746,4.861716353946926e-05,-1.436642572248389,-0.0001030448991803788,-0.11077073189865515,-7.173297926367724e-05
9.8,-0.01177360975942491,-0.00031765160699457517,-0.018962657753630714,2.404572182976211e-05,-1.4003319132853156,-4.168570327345658e-05,-0.11271740016274347,-5.2574614657324396e-05
10.0,-0.018282453240943342,0.00038968922586656577,-0.018985265760405056,-6.546538218623142e-06,-1.3570257045923582,3.6046774415227474e-05,-0.1141602560382999,-3.3445206649974594e-05
10.2,-0.025275919993441708,0.0005198843727452121,-0.01899614012798481,-1.8156328472394074e-05,-1.3069285047322963,6.579913367553485e-05,-0.11552320695128593,-2.966755795734779e-06
10.4,-0.02878105534818922,0.00019799163251833085,-0.019135838979635805,-4.876973325454155e-06,-1.2503342627616156,3.272005763870588e-05,-0.11718610767451554,3.146348078626756e-05
10.6,-0.028627963059474668,-0.00020705492656176164,-0.01942217079272602,2.0104368715259343e-05,-1.187699762823606,-2.938761885842242e-05,-0.11921526760573344,2.884319709674548e-05
10.8,-0.026120646410506335,-0.0005417869475114282,-0.019801157371148435,3.8617331686678245e-05,-1.1195228059127842,-7.425387599218879e-05,-0.12148000261712938,-2.9354569634865933e-05
11.0,-0.021683586811513157,-0.0007468529752411787,-0.020239434419197795,3.9590237635188896e-05,-1.0462110985401152,-7.306543003419004e-05,-0.12387787795855698,-8.935734098749279e-05
11.2,-0.015490136693908333,-0.0005659017393060038,-0.020714944585993923,2.0549033375086334e-05,-0.9681399271581419,-1.8752017660870616e-05,-0.1263155789586664,-8.736503378272532e-05
